1,0,1,1,j,j,j,j,j,j,j,s,s,s,s,s,P,P,j,j,j,j,j,j,j,j,j,d,d,d,d,d,"Rd=add(Rs,#s16)"
1,1,1,1,0,0,1,1,0,0,0,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=add(Rs,Rt)"
1,1,1,1,0,1,1,0,0,1,0,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=add(Rs,Rt):sat"
0,1,1,1,0,1,1,0,0,0,j,s,s,s,s,s,P,P,j,j,j,j,j,j,j,j,j,d,d,d,d,d,"Rd=and(Rs,#s10)"
0,1,1,1,0,1,1,0,1,0,j,s,s,s,s,s,P,P,j,j,j,j,j,j,j,j,j,d,d,d,d,d,"Rd=or(Rs,#s10)"
1,1,1,1,0,0,0,1,0,0,0,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=and(Rs,Rt)"
1,1,1,1,0,0,0,1,0,0,1,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=or(Rs,Rt)"
1,1,1,1,0,0,0,1,0,1,1,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=xor(Rs,Rt)"
1,1,1,1,0,0,0,1,1,0,0,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=and(Rt,~Rs)"
1,1,1,1,0,0,0,1,1,0,1,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=or(Rt,~Rs)"
0,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,P,P,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"nop"
0,1,1,1,0,1,1,0,0,1,j,s,s,s,s,s,P,P,j,j,j,j,j,j,j,j,j,d,d,d,d,d,"Rd=sub(#s10,Rs)"
1,1,1,1,0,0,1,1,0,0,1,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=sub(Rt,Rs)"
1,1,1,1,0,1,1,0,1,1,0,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=sub(Rt,Rs):sat"
0,1,1,1,0,0,0,0,1,0,1,s,s,s,s,s,P,P,0,-,-,-,-,-,-,-,-,d,d,d,d,d,"Rd=sxtb(Rs)"
0,1,1,1,0,0,0,0,1,1,1,s,s,s,s,s,P,P,0,-,-,-,-,-,-,-,-,d,d,d,d,d,"Rd=sxth(Rs)"
0,1,1,1,0,0,0,1,j,j,1,x,x,x,x,x,P,P,j,j,j,j,j,j,j,j,j,j,j,j,j,j,"Rx.L=#u16"
0,1,1,1,0,0,1,0,j,j,1,x,x,x,x,x,P,P,j,j,j,j,j,j,j,j,j,j,j,j,j,j,"Rx.H=#u16"
0,1,1,1,1,0,0,0,j,j,-,j,j,j,j,j,P,P,j,j,j,j,j,j,j,j,j,d,d,d,d,d,"Rd=#s16"
0,1,1,1,0,0,0,0,0,1,1,s,s,s,s,s,P,P,0,-,-,-,-,-,-,-,-,d,d,d,d,d,"Rd=Rs"
1,1,1,1,0,1,1,0,0,0,0,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=vaddh(Rs,Rt)"
1,1,1,1,0,1,1,0,0,0,1,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=vaddh(Rs,Rt):sat"
1,1,1,1,0,1,1,0,0,1,1,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=vadduh(Rs,Rt):sat"
1,1,1,1,0,1,1,1,-,0,0,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=vavgh(Rs,Rt)"
1,1,1,1,0,1,1,1,-,0,1,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=vavgh(Rs,Rt):rnd"
1,1,1,1,0,1,1,1,-,1,1,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=vnavgh(Rt,Rs)"
1,1,1,1,0,1,1,0,1,0,0,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=vsubh(Rt,Rs)"
1,1,1,1,0,1,1,0,1,0,1,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=vsubh(Rt,Rs):sat"
1,1,1,1,0,1,1,0,1,1,1,s,s,s,s,s,P,P,-,t,t,t,t,t,-,-,-,d,d,d,d,d,"Rd=vsubuh(Rt,Rs):sat"
0,1,1,1,0,0,0,0,1,1,0,s,s,s,s,s,P,P,0,-,-,-,-,-,-,-,-,d,d,d,d,d,"Rd=zxth(Rs)"
0,1,1,1,0,0,1,1,-,0,0,s,s,s,s,s,P,P,1,j,j,j,j,j,j,j,j,d,d,d,d,d,"Rdd=combine(Rs,#s8)"
